"","ags","wahlberechtigte","waehler","ungueltig","gueltig","parteien_ges","partei_cdu","partei_spd","partei_gruene","partei_fdp","partei_linke","partei_rep","partei_odp","partei_dkp","partei_afd","partei_big","partei_partei","partei_einheit","partei_graue","partei_npd","partei_piraten","partei_cdu.fdp","partei_spd.gruene","wv_cdu","wv_spd","wv_fdp","wv_gruene","wv_linke","wv_odp","wv_partei","wv_agp","wv_spd.gruene","wv_allg","wv_ju","wv_grli","wv_lili","wv_frli","wv_einzel","Gemeindename","lon","lat"
"958","08425112","527","361","6","2777","2777","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","2777","None","None","None","None","None","Setzingen",10.126705,48.538048
"959","08425123","749","499","11","3718","3718","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","3718","None","None","None","None","None","Untermarchtal",9.612757,48.24096
"960","08425124","611","376","5","2328","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Unterstadion",9.690197,48.204552
"961","08425125","159","140","5","506","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Unterwachingen",9.643433,48.203784
"962","08425130","1096","656","19","6093","6093","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","6093","None","None","None","None","None","Weidenstetten",9.997084,48.552147
"963","08425134","2369","1535","19","17458","17458","3886","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","13572","None","None","None","None","None","Westerheim",9.624072,48.515159
"964","08425135","1738","1074","23","9918","9918","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","9918","None","None","None","None","None","Westerstetten",9.950835,48.521516
"965","08425137","3746","2026","31","25878","25878","9812","None","5452","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","10614","None","None","None","None","None","Illerkirchberg",9.999035,48.33831
"966","08425138","2585","1516","30","19264","19264","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","19264","None","None","None","None","None","Staig",9.991027,48.299083
"967","08425139","2218","1346","27","12879","12879","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","12879","None","None","None","None","None","Heroldstatt",9.669339,48.446332
"968","08425140","1559","948","29","8589","8589","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","8589","None","None","None","None","None","Balzheim",10.076078,48.180798
"969","08425141","12235","6746","173","128311","128311","42327","24172","28839","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","32973","None","None","None","None","None","Blaustein, Stadt",9.921863,48.416145
"970","08426001","3283","1936","133","20795","20795","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","20795","None","None","None","None","None","Achstetten",9.898085,48.258983
"971","08426005","399","288","1","1832","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Alleshausen",9.621543,48.102679
"972","08426006","249","157","9","867","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","Allmannsweiler",9.593584,48.028386
